00002,450.1044
00006,1259.639
00007,450.1044
00010,450.1044
00011,1259.639
00012,613.2845
00014,1182.8918
00015,1182.8918
00016,613.2845
00017,613.2845
00018,613.2845
00019,613.2845
00020,613.2845
00022,613.2845
00026,613.2845
00027,1906.2696
00028,613.2845
00029,613.2845
00031,613.2845
00032,613.2845
00033,846.9688
00034,846.9688
00035,846.9688
00037,613.2845
00038,613.2845
00039,613.2845
00040,613.2845
00041,1201.7931
00042,1201.7931
00043,1201.7931
00044,613.2845
00045,1201.7931
00047,613.2845
00048,613.2845
00049,846.9688
00050,613.2845
00051,613.2845
00052,613.2845
00053,1201.7931
00054,613.2845
00055,613.2845
00056,846.9688
00058,613.2845
00059,1545.1098
00060,1545.1098
00063,846.9688
00064,1182.8918
00065,613.2845
00066,1182.8918
00067,1587.5541
00068,846.9688
00069,846.9688
00070,846.9688
00071,846.9688
00072,846.9688
00073,846.9688
00074,846.9688
00076,846.9688
00077,846.9688
00084,1079.5718
00087,1201.7931
00097,1201.7931
00098,1201.7931
00100,846.9688
00116,1033.5843
00119,1033.5843
00121,1033.5843
00127,727.603
00130,727.603
00134,727.603
00135,727.603
00137,727.603
00138,727.603
00139,727.603
00141,727.603
00151,727.603
00152,1007.0369
00158,727.603
00160,1545.1098
00161,1545.1098
00164,1545.1098
00165,1545.1098
00166,1545.1098
00168,727.603
00172,727.603
00173,727.603
00174,727.603
00176,727.603
00177,727.603
00179,727.603
00180,727.603
00181,727.603
00182,727.603
00183,727.603
00184,727.603
00185,727.603
00188,1222.8831
00195,846.9688
00197,1182.8918
00198,1259.639
00199,1182.8918
00501,1341.0096
00544,1341.0096
01001,727.603
01002,727.603
01003,727.603
01004,727.603
01005,727.603
01007,727.603
01008,727.603
01009,727.603
01010,727.603
01011,727.603
01012,727.603
01013,727.603
01014,727.603
01020,727.603
01021,727.603
01022,727.603
01026,727.603
01027,727.603
01028,727.603
01029,727.603
01030,727.603
01031,727.603
01032,727.603
01033,727.603
01034,727.603
01035,727.603
01036,727.603
01037,727.603
01038,727.603
01039,727.603
01040,727.603
01041,727.603
01050,727.603
01053,727.603
01054,727.603
01056,727.603
01057,727.603
01059,727.603
01060,727.603
01061,727.603
01062,727.603
01063,727.603
01066,727.603
01068,727.603
01069,727.603
01070,727.603
01071,727.603
01072,727.603
01073,727.603
01074,727.603
01075,727.603
01077,727.603
01079,727.603
01080,727.603
01081,727.603
01082,727.603
01083,727.603
01084,727.603
01085,727.603
01086,727.603
01088,727.603
01089,727.603
01090,727.603
01092,727.603
01093,727.603
01094,727.603
01095,727.603
01096,727.603
01097,727.603
01098,727.603
01101,727.603
01102,727.603
01103,727.603
01104,727.603
01105,727.603
01106,727.603
01107,727.603
01108,727.603
01109,727.603
01111,727.603
01115,727.603
01116,727.603
01118,727.603
01119,727.603
01128,727.603
01129,727.603
01138,727.603
01139,727.603
01144,727.603
01151,727.603
01152,727.603
01199,727.603
01201,727.603
01202,727.603
01203,727.603
01220,727.603
01222,727.603
01223,727.603
01224,727.603
01225,727.603
01226,727.603
01227,727.603
01229,727.603
01230,727.603
01235,727.603
01236,727.603
01237,727.603
01238,727.603
01240,727.603
01242,727.603
01243,727.603
01244,727.603
01245,727.603
01247,727.603
01252,727.603
01253,727.603
01254,727.603
01255,727.603
01256,727.603
01257,727.603
01258,727.603
01259,727.603
01260,727.603
01262,727.603
01263,727.603
01264,727.603
01266,727.603
01267,727.603
01270,727.603
01301,727.603
01302,727.603
01330,727.603
01331,727.603
01337,727.603
01338,727.603
01339,727.603
01340,727.603
01341,727.603
01342,727.603
01343,727.603
01344,727.603
01346,727.603
01347,727.603
01349,727.603
01350,727.603
01351,727.603
01354,727.603
01355,727.603
01360,727.603
01364,727.603
01366,727.603
01367,727.603
01368,727.603
01370,727.603
01373,727.603
01375,727.603
01376,727.603
01378,727.603
01379,727.603
01380,727.603
01420,727.603
01430,727.603
01431,727.603
01432,727.603
01434,727.603
01436,727.603
01438,727.603
01440,727.603
01441,727.603
01450,727.603
01451,727.603
01452,727.603
01453,727.603
01460,727.603
01462,727.603
01463,727.603
01464,727.603
01467,727.603
01468,727.603
01469,727.603
01470,727.603
01471,727.603
01472,727.603
01473,727.603
01474,727.603
01475,727.603
01477,727.603
01501,727.603
01503,727.603
01504,727.603
01505,727.603
01506,727.603
01507,727.603
01508,727.603
01509,727.603
01510,727.603
01515,727.603
01516,727.603
01517,727.603
01518,727.603
01519,727.603
01520,727.603
01521,727.603
01522,727.603
01523,727.603
01524,727.603
01525,727.603
01526,727.603
01527,727.603
01529,727.603
01531,727.603
01532,727.603
01534,727.603
01535,727.603
01536,727.603
01537,727.603
01538,727.603
01540,727.603
01541,727.603
01542,727.603
01543,727.603
01545,727.603
01546,727.603
01550,727.603
01560,727.603
01561,727.603
01562,727.603
01564,727.603
01566,727.603
01568,727.603
01569,727.603
01570,727.603
01571,727.603
01580,727.603
01581,727.603
01582,727.603
01583,727.603
01585,727.603
01586,727.603
01588,727.603
01590,727.603
01601,727.603
01602,727.603
01603,727.603
01604,727.603
01605,727.603
01606,727.603
01607,727.603
01608,727.603
01609,727.603
01610,727.603
01611,727.603
01612,727.603
01613,727.603
01614,727.603
01615,727.603
01653,727.603
01654,727.603
01655,727.603
01701,727.603
01702,727.603
01703,727.603
01704,727.603
01705,727.603
01718,727.603
01719,727.603
01720,727.603
01721,727.603
01730,727.603
01731,727.603
01740,727.603
01741,727.603
01742,727.603
01745,727.603
01746,727.603
01747,727.603
01748,727.603
01749,727.603
01752,727.603
01754,727.603
01756,727.603
01757,727.603
01760,727.603
01770,727.603
01772,727.603
01773,727.603
01775,727.603
01776,727.603
01778,727.603
01784,727.603
01801,727.603
01803,727.603
01805,727.603
01807,727.603
01810,727.603
01812,727.603
01813,727.603
01815,727.603
01821,727.603
01822,727.603
01824,727.603
01826,727.603
01827,727.603
01830,727.603
01831,727.603
01832,727.603
01833,727.603
01834,727.603
01835,727.603
01840,727.603
01841,727.603
01842,727.603
01843,727.603
01844,727.603
01845,727.603
01850,727.603
01851,727.603
01852,727.603
01853,727.603
01854,727.603
01860,727.603
01862,727.603
01863,727.603
01864,727.603
01865,727.603
01866,727.603
01867,727.603
01876,727.603
01879,727.603
01880,727.603
01885,727.603
01886,727.603
01887,727.603
01888,727.603
01889,727.603
01890,727.603
01899,727.603
01901,727.603
01902,727.603
01903,727.603
01904,727.603
01905,727.603
01906,727.603
01907,727.603
01908,727.603
01910,727.603
01913,727.603
01915,727.603
01921,727.603
01922,727.603
01923,727.603
01929,727.603
01930,727.603
01931,727.603
01936,727.603
01937,727.603
01938,727.603
01940,727.603
01944,727.603
01945,727.603
01949,727.603
01950,727.603
01951,727.603
01952,727.603
01960,727.603
01961,727.603
01965,727.603
01966,727.603
01969,727.603
01970,727.603
01971,727.603
01982,727.603
01983,727.603
01984,727.603
01985,727.603
02018,727.603
02019,727.603
02020,727.603
02021,727.603
02025,727.603
02026,727.603
02027,727.603
02030,727.603
02032,727.603
02035,727.603
02038,727.603
02040,727.603
02041,727.603
02043,727.603
02044,727.603
02045,727.603
02047,727.603
02048,727.603
02050,727.603
02051,727.603
02052,727.603
02053,727.603
02054,727.603
02056,727.603
02059,727.603
02060,727.603
02061,727.603
02062,727.603
02065,727.603
02066,727.603
02067,727.603
02070,727.603
02071,727.603
02072,727.603
02081,727.603
02090,727.603
02093,727.603
02108,727.603
02109,727.603
02110,727.603
02111,727.603
02112,727.603
02113,727.603
02114,727.603
02115,727.603
02116,727.603
02117,727.603
02118,727.603
02119,727.603
02120,727.603
02121,727.603
02122,727.603
02123,727.603
02124,727.603
02125,727.603
02126,727.603
02127,727.603
02128,727.603
02129,727.603
02130,727.603
02131,727.603
02132,727.603
02133,727.603
02134,727.603
02135,727.603
02136,727.603
02137,727.603
02138,727.603
02139,727.603
02140,727.603
02141,727.603
02142,727.603
02143,727.603
02144,727.603
